,Unnamed: 0,source,review_id,review_date,review_description,rating,user_name,review_title,developer_response,developer_response_date,thumbs_up,laguage_code,country_code
189,1310,App Store,52ae0db9-e3f7-45d3-bff5-645cf1a569e2,2022-06-24,"Developer AG, not sure when I wrote the face recognition complaint but it’s all working fine now, maybe a glitch in the system that caused me problems but rely on this app as it does everything I need… 
Tnx’s for the email…..",5,Tomcatuk,Back to 100%,"{'id': 30535448, 'body': ""Hi there. What happens when you try to log in with face recognition. Do you get an error message? I'd like to help. Thanks. AG"", 'modified': '2022-06-24T09:18:22Z'}",,,en,gb
190,1311,App Store,e8e9c717-fb10-493b-9a06-fd45ed08cffe,2022-11-28,"Doesn’t always work as it should. 
Apple update seems to have deleted all but 3 of my payees. Thanks for that. 
For the first time in about 5 years I received a cheque today and guess what ? Pay in a cheque won’t work on the App. 10 mile round trip plus parking charges to pay in a cheque. 
30 minute wait to speak to someone on the phone. Chat facility on App totally useless. 
So the App is poor and so is Barclays customer service. 1 star is one too many.",1,Www.Holly123,Ok when it works.,,,,en,gb
191,1312,App Store,6f5b3b14-25da-42fb-b82b-237c32ddff3e,2022-07-11,"There is no option to have pots (like in other modern banks) and a minor but very annoying thing - the app is updated quite often, but in order to do it you have to go to App Store, find it and then update. You could’ve just added a button on a Home Screen that would bring us to that update. Thanks",3,Specccialkey,The app is ok but,"{'id': 30876186, 'body': 'Hi there, thanks for your feedback; I really appreciate your suggestion. I’ll pass this over to our developers for you. Our updates ensure you have access to all the latest features and fixes to enhance your experience, as well as keeping your app secure. Many thanks. RE', 'modified': '2022-07-13T16:53:30Z'}",,,en,gb
192,1314,App Store,2de1eb9b-80db-4503-82aa-c13adb9a0e2e,2022-02-22,"I can no longer use this app since the new IOS update as received an error message saying the app is not supported on jailbroken devices. My iPhone has never been jailbroken and Apple have confirmed this - absolute nightmare not being able to access my accounts through no fault of my own. Barclays support couldn’t help me either, will be changing banks due to this.",2,Lydiapx,My phone is not jailbroken!!!!,"{'id': 28544672, 'body': 'Hi, sorry to hear this. I will pass this feedback onto our developers to make the experience better for you. Thanks, Nick', 'modified': '2022-03-13T20:43:05Z'}",,,en,gb
193,1347,App Store,ec38ee63-9cc0-4554-8b36-9f0c1b94d525,2022-06-09,My only criticism of the App is the amount of times you update your terms and conditions and then expect customers to play ‘spot the changes’ without providing a summary of the changes you’ve brought i..,5,KeithJS1,Barclays App feedback,,,,en,gb
194,1348,App Store,1194b577-ca73-452d-b2f2-ca29dafa3597,2023-04-18,Since the latest update I’m not getting spending notifications either deposit ones. I tried everything included delete and install the app again and nothing changed. Also when we get send money the amount doesn’t change and we need to leave the app and login again to see the updated balance. Please sort them out!!,2,KAvraam,It’s okay,,,,en,gb
195,1349,App Store,49e510b3-6011-4f91-8c09-684deb537898,2023-03-27,"Been using the app for years and it’s fantastic, but the latest update has remixed the above which was on the homepage of this app and the Barclaycard app. Now it’s on neither and as a customer there is no way of tracking monthly and annual spend against the targets you set. Can this be addressed please.",4,James ardron,Removal of AVIOS point/spend tracker,,,,en,gb
196,1350,App Store,d85c0b83-af20-470b-b681-dfc66ba37fba,2023-03-15,"I don't need to log into online banking at all anymore, however, some requests:

1) Show the mortgage balance on the main accounts list, I shouldn’t have to tap to another screen to get the info

2) Allow for dark mode which would be useful for night use 

3) For notifications provide more information, e.g.
£50 received from xyz into account 123 

4) For Barclaycard transactions - instant notifications 

5) Main screen requires a cleaner look, remove all the ads for products and services, makes it look too cluttered",4,equitydealer,Good app but room for improvements,,,,en,gb
197,1351,App Store,f5b733be-3b54-42fd-b89b-c14cb883b9ec,2022-06-16,"I already have the Barclay bank app and I can’t see that this provides anything extra.

It’s supposed to help you if you need customer support for Barclaycard but it’s dreadful. You go round in circles. 

The online robots type information at you at the speed of light. It feels like an assault.  They say they will put you through to a real person to help but it doesn’t happen. Hopeless. You are better off holding on forever on the phone.",1,PennyPost,Hopeless customer support,,,,en,gb
198,1352,App Store,bfd13886-47e9-464c-ba7b-37cafd46df8e,2022-04-04,This app is so easy to use. Only down fall is you can not delete the names of people you’ve transferred money to as I will never need some of them again so I do not see the need for them to be on my recent payee list,5,Craigwiggybennett,My honest review,,,,en,gb
199,1389,App Store,48ecc32f-6da4-43f4-8487-2d87d0763823,2023-02-28,"Have been using the app for years with little problems.
After updating my Phone and reinstalled the app as instructions. Some accounts will no longer show on the app.
1 month of trying to resolve the issue with customer service , still not resolved and been told that it is not possible to view the accounts on the app !!!!!!
Very poor Customer service and very poor app !",1,1amSuperstar123,Very Poor and shockingly bad customer service,,,,en,gb
200,1422,App Store,6591f829-e878-4307-9d3f-bcc193e8aac3,2023-04-01,I was a person who resisted all things technology for the longest time because I feared it. Especially banking. I took the plunge on the Barclays App and now I can’t function without it. It’s liberating doing ‘banking in the move’,5,VonPoggenpoel,It goes everywhere with me,,,,en,gb
201,1423,App Store,5dec3b70-203c-46f4-a9bf-71fc59ad57e6,2022-11-13,I feel so easy to use the app from the start and the periodic information notice gives you alert to stay away from scammer and to be safe from account.,5,aShadow0ps,Easy user interface,,,,en,gb
202,1424,App Store,de40dddd-3937-4d51-a148-90c57fc57367,2023-02-12,"Love the app and don’t have any problems with it. Please add feature to temporarily freeze the credit card Barclaycard for added security and peace of mind when not in use. Currently can only temp freeze the debit card, not credit. Thanks",4,Trixla,Allow Barclaycard credit temporary freeze,,,,en,gb
203,1425,App Store,43ae900a-bb9e-4f96-b17a-d7057e24f540,2022-12-04,"Barclays run many of their services via the app: non-app online services are limited. Setting the app up is very finicky on the ipad, there seems to be an issue in how the app interacts with the camera and the screen display. Then the actual services in the app are also restricted. All in all a thoroughly frustrating experience for very little reward.",2,blubblubblubberdieblubblub,Very finicky to work with limited functionality,,,,en,gb
204,1426,App Store,bc39d8da-7672-443c-a579-271b53b951b5,2022-09-29,"Initially I given 2 rating, I was wrong the app is actually is good and able to do whatever my banking needs. Kudos to the app development team. And I feel the chats accessibility options and response timeline is needs to be improved.",5,smoh.elppa,Nice app!,"{'id': 26078127, 'body': 'Hi there.  We are working on improvements for app speed/responsiveness overall. However, this can be impacted by mobile network or WIFI strength, and low device storage also. Thanks. AG', 'modified': '2021-11-04T11:56:02Z'}",,,en,gb
205,1468,App Store,ffa87d81-2373-4a80-a9d0-6f4f804e1223,2023-02-19,"Just want to say this is best app with production wise I’m always very satisfied an hour I want to transfer money here or there completely feel secure. Really recommend this app and I would like to say thank you Barclay bank, thanks",5,Azhar Chaudhry,Amazing app,,,,en,gb
206,1470,App Store,a7436c58-3b94-4b91-8a3b-83a54dd45f2e,2023-03-08,"I have been using this banking app for a few years now. Since the last update I have not been able to pay in cheques, it will not let me take the photos that are needed. Apart from that I would have given it 5 * s.",4,Chrissyboy 24,Photo problems,,,,en,gb
207,1471,App Store,995f4971-58a8-48a8-8a2e-9f5780752cb0,2022-05-29,A great app. I feel secure and safe when I use this app online. You can keep track of your money. Even let you track your expenses and also save money using the vault. Highly recommend.,5,Jyndette,Safe and secure,,,,en,gb
208,1472,App Store,ddfcb33e-d309-4975-80bb-f1ef7d4759cc,2023-01-18,This app has not been thought thru for mortgage only customers. Taken a week to get registered including a 45 minute phone call wait. They lack the imagination to consider you having a mortgage without their current account. It requires your phone number which is not collected during mortgage application. Does not allow you to make lump sum overpayments or set up recurring DD payments. Virtually pointless and very poorly thought out,1,Pianoman9m,Pulling teeth,,,,en,gb
209,1473,App Store,40ae6a1c-9941-4d85-9385-277b6311fbc1,2022-12-23,"I don’t know who is writing those 5 star reviews, but here is a real one: I tried adding direct debit for my credit card. Every time I switched between apps to check my other bank details, Barcalays app kept resetting the UI like I just opened it. Extremely frustrating. Do you even test your app? Fix it ASAP. The application state should be preserved! It looks like a mobile app written for 20 bucks by some Feverr freelancers. What a shame.",1,Г-н Ходорковский,Worst User Experience,,,,en,gb
210,1516,App Store,12b90467-8545-4b90-97f4-f6e5fe12a5c0,2023-02-26,The app is easy to use and convenient. I like the fact that I get notifications when money comes out of my account . If anything is unusual it’s easy to check when I’m on the go.,5,DeeByp,Convenient,,,,en,gb
211,1517,App Store,16e36f51-88c6-4b0b-aa04-ba771f1464f1,2023-04-20,"I am trying to open an account after fill in few details when I reached Identity check after enter DOB birth the app simple stuck it doesn’t allow me to proceed neither any error message. As customer i have no idea what is going on. It would be great if any helpful message so that customer is aware of the issue. I happy to help if you team wants to get i touch with me. Thanks Nihar

Issue details: 
Time: 10:50am to 10:52am
Device: Apple Mini 12",1,Lifezkl,Not helpful,,,,en,gb
212,1518,App Store,92104d9b-ae8e-49a2-a6b3-71f0c1fb8e15,2023-03-24,"Simple things like:
- for transfer, I have to select the account I need to send from. I only have ONE
- it’s full of failures, I once tried to do a transfer and it said that would take up to 4 hours and if I didn't see it in my transactions I should do again. What the heck?
- fails to face id login often
- short idle time, seconds after I change screen, for example to check another app, it forces me to login again returning to the main page, could at least return to the same screen I was.
- not all the notifications works as it should
- takes hours for a transaction shows in the app letting us confused if it worked or not",2,kaitoqueiroz,Terrible usability,"{'id': 25835058, 'body': 'Hi there. Thank you for providing your feedback. The reason for additional security checks are to protect your account as the details you are referring to are considered high risk. I hope you understand the security we have in place is to protect our customer account to the highest level. Thanks. AG', 'modified': '2021-10-22T14:12:56Z'}",,,en,gb
213,1519,App Store,f5241638-432e-4081-9313-7c9db84ba350,2023-02-26,"For instance - “just tap the pin sentry icon on the app Home Screen” would be great….if only there were a pin sentry icon on the Home Screen. Without it, I cannot log in to online banking - so I end up excluded from everything. Why oh why do developers persist in building half-tested apps.
The actual functions of the rest of the app are fine if you can get to them",2,GrandadGordon,Never as clever as it thinks it is,,,,en,gb
214,1520,App Store,253685e7-de16-4043-951f-55ea6caf07aa,2022-11-24,"I wonder now how I ever used to queue in a bank to do my banking 
In the comfort of your own home any time of day or night 
You can check your balance pay a bill keep an eye on your spending 
Absolutely brilliant",5,Sheily anne,App banking,,,,en,gb
215,1521,App Store,1d0e99dc-8224-4ee2-a450-747755b3cd8c,2023-01-20,Worked fine until today when I can’t seem to access the app without it freezing upon loading or saying it’s able to process my request at the time when I’m using mobile data which is very frustrating as I don’t have access to safe wifi networks all the time !!,2,Shnsmdjenxjdhdhhw,No longer working in mobile data,,,,en,gb
216,1522,App Store,615f2eb3-e1cc-42d4-8fad-62c691a38698,2022-10-17,The one thing I like about the app is that you can get on it moving money around pay bills any time you like and it saves hanging on the phone waiting for Barclay personnel to answer this must be a great saving to Barclays,5,MA11KAT,Save me Time 😊,,,,en,gb
217,1523,App Store,0488bd00-4a1b-4703-b65f-301d09e725e3,2022-11-19,"Overall I’m ok with the app. However, my local branch closed last year. The nearest is now 6 miles away. Could really do with the ability to pay in cheques  with a value over £1000 like other bank apps. Either that or reopen my Branch!",4,Nanchang Man,Cheque value too low,,,,en,gb
218,1524,App Store,707ffc36-7bf6-4594-b307-13d76984872c,2022-02-09,"I have been using the Barclays banking app for some years now and find it so useful. I can make payments by transfer, pay in cheques and check my outgoings at any time of the day or night.",5,DestinyDebs,Online banking,,,,en,gb
219,1554,App Store,29d5f65b-10e1-48c3-8268-f06ba6209de2,2023-01-16,"Improvement over the pin sentry and debit card malarkey. Very easy to check incoming and outgoing items, download statements and pay local or internationally. Works the same when overseas which is where it wins for me.",5,PeckMyHead,Useful,,,,en,gb
220,1555,App Store,dfd1fe46-c2f2-433c-a7c5-9401d518d242,2023-03-21,"Paying in cheques had reached the standard that was working well but in the latest version, one cheque can be paid in and then the app freezes. To pay more than one cheque requires closing the app entirely and starting again!

Also after 6 attempts even with Barclays help, I am no closer to getting an app on more than one device!",2,Jandilly,App is good but paying in cheques.... rubbish again,"{'id': 21685064, 'body': ""Hi there. Sorry to read that you're finding the cheque feature difficult to use. We are aware of the issue you describe & are working on improvements for the cheque feature. We also find the following works well for customers: 1) ensure the cheque is not creased 2) use a plain contrasting background 3) have sufficient lighting on the whole cheque. Many Thanks. AK"", 'modified': '2021-03-16T13:06:20Z'}",,,en,gb
221,1556,App Store,70f428fc-5d81-45cb-8b58-a027cc1eaeba,2022-08-15,"Could you please fix the spending limit link this doesn't work anymore goes to grad page.

And the help and support keyboard covers the send message button",5,mpjtaylor,Broken links,,,,en,gb
222,1557,App Store,d0ece82f-6846-443d-8ed3-34ff8f55b8ee,2022-10-19,"App used to be very good, recently I have updated the app it seems some major update has been done when I open the app it used to have business and personal, now just my personal and and a update of business credit card comes up which never used to and no access to my business account I find it very confusing",2,amzanog,Used to be very good,,,,en,gb
223,1558,App Store,b05084c0-2097-4a19-b906-2d9b1f195278,2022-09-07,It used to a great app but now it doesn’t show pending transactions and takes days to update the list of transactions. I’ve gone back to logging in online which is a pain as it takes much longer to log in. You don’t get to see all of your pending transactions on there if you have quite a few.,2,DLCMCJMCHC,Pending transactions problem,,,,en,gb
224,1559,App Store,b49fd005-48c8-4486-a6b9-31e27c5d982c,2022-05-02,"I never leave reviews but I’m leaving this as since switching to Barclays, I’ve never used such a buggy app. Including apps from non-banks. 

I’m using the latest iPhone on the last software and the app can become unresponsive, crash and sometimes doesn’t acknowledge changes you’ve made. It then takes ages to get through to speak to someone on a call, even as a premier customer. Really disappointing.",1,JBldn,Incredibly buggy,"{'id': 29702890, 'body': 'Hi, thanks for your feedback. We apologise that your app experience has been less than brilliant for you. We are working hard to improve this for all our customers and will take your comments on board. Thanks, Nick', 'modified': '2022-05-12T07:19:32Z'}",,,en,gb
225,1592,App Store,526e5fb5-5598-41bb-bbc3-4292b149c52f,2022-04-05,"The app enables  me to do all my banking online, with no issues.
I can do all i need to do which is good as i have no high street bank and would have to travel 1hr each way on bus to nearest bank.",5,Poppy Sirius,"Excellent, easy to use.",,,,en,gb
226,1594,App Store,5264fb00-e450-4735-9739-117b879b7b1f,2023-04-03,"The auto capture feature when photographing cheques is not working correctly lately. I’m on the latest OS, iPhone 12, latest version of app. I’d introduce a button to take the photo instead of auto capture too. Frustrating!

The rest of the app is pretty good though so well done.",3,NicknameJim,Cheque camera has bugs,,,,en,gb
227,1595,App Store,da126917-b56d-4c42-af3f-9d35d808a691,2023-02-01,"Get rid of the; “we’ve got something new for you” pop ups. It blanks out the important things on the app like - how much money I HAVEN’T got left this month. If you insist on these pop ups, make them on a separate link or something and make it something that is relevant to me. Because I find them totally useless.",3,Nickr1980,Pop ups,"{'id': 13463396, 'body': ""Hi Nick, do you think you could get back to me with the error code it's showing you? I'd like to help out. -Jay "", 'modified': '2020-02-13T11:29:05Z'}",,,en,gb
228,1596,App Store,cb1578f6-8e83-4ef1-97c3-68fcf44895c9,2022-11-23,"1) I got a mortgage worth Barclays and installed the app. I could see some functionality but was told I needed to open a current account to get full functionality (eg changing direct debit collection dates)

2) I opened a current account. 

3) My current account did not appear in my App. OK, I think, I’ll remove the app and reinstall. 

4) I re-installed the app and plugged in my new current account details … but now there is no sign of the mortgage account. There’s no option to link the current account and the mortgage account, off Ed at least there isn’t one I can see. 

5) FAQs don’t help, and there’s no obvious online support. 

I can’t be the only one with this problem, right guys? 

Please help!",1,Geordie3924,Mortgage account / current account,,,,en,gb
229,1597,App Store,e2a86ad2-1675-4297-84fc-7685e29e70d8,2022-10-19,"Need to include a feature where you can delete payees in app Also update your website in regards to deleting payees as you can’t do it in app as well as sort out the problem of the app freezing up when you try and send money to more than one person, at present you have to close the app down and start over; It’s very tedious.",2,bsbd aj sbkansnns,Needs improvement,,,,en,gb
230,1598,App Store,d11a5874-e53b-4602-af5e-f10321ccaaa0,2022-02-12,Running latest version and option to pay in cheque isnt there. Have removed and reinstalled app and still the option isnt there,5,producerrobf,No pay in cheque option on app,,,,en,gb
231,1637,App Store,fb66e248-8780-4927-b6c8-b0160f553625,2023-02-03,Just so pleased I don’t have to go to the bank to do this transaction which is what I had to do in the olden days although I don’t always trust myself with the technology. Actually I don’t really trust any of it!,5,milay16,My accounts,,,,en,gb
232,1640,App Store,476ab710-dfb7-4c45-ab2d-76bc8796ea9c,2022-05-11,"So easy to use, switch money around and pay my credit card. Easy to set up payments to others while feeling secure. Managing payments and tracking amazing….I could go on! 👏🏽",5,Alanchip!,Great App,,,,en,gb
233,1641,App Store,e7fabc02-a10e-4967-b74a-4d839b4f52d7,2022-12-26,"The pop up keypad to enter an amount is at a wrong zoom level in its frame leaving you unable to access the numbers on the right. This means you can’t complete a payment needing any of those numbers. Considering that payments is one of the core functions of the app, this is an unacceptable oversight in your application testing. 

Same problem with the date picker. 

This is on the IPad Air4 - not exactly an unusual platform.",1,Little Infinity,Payments unusable on the IPad Air4,,,,en,gb
234,1642,App Store,6a06cbc4-7e26-45cc-8f25-5d69e11a7771,2022-10-06,"Poor chat service, I have been trying to chat to Barclays both through the app and on apple messages for about 3/4 days now and I haven’t had one response. So disappointed as I was relying on the chat service. I have severe anxiety and can’t make phone calls, so chatting seemed like a lovely idea until no one replied. Really needs to be a better service! Especially for those who struggle with anxiety or for many other reasons!",1,bobapy12095638,Chat,"{'id': 32422823, 'body': 'Hi , sorry to hear that you are disappointed with your experience of Live Chat. Could you elaborate on this for me?  Thanks.  CM', 'modified': '2022-10-06T11:31:27Z'}",,,en,gb
235,1643,App Store,c8db52ad-2e9c-463a-93b1-905a2bd43e16,2022-10-04,"I’m not sure how this could possibly pass any UX QA process. It’s been a week that I’m struggling to “register” in this app. First, it won’t let you use any password/data managers like 1Password. Second, it resets its state on each app switch so you need to start all over. The amount of data checks it requires is over the top. This is what happens when a bank blindly follows “security recommendations” and ignores real user experience.",1,Demiurge77,Awful registration process,,,,en,gb
236,1645,App Store,adf58702-4a6b-494e-8d8c-d9a831b4f126,2022-03-23,"I updated my Barclays mobile app as prompted but the spending feature has gone, I’ve tried ringing and gone on chat to no avail. Please bring this back Barclays I used it all the time to keep track of my spending. Everything else is great",4,jumpingstars,Bit upset,,,,en,gb
237,1684,App Store,bd87e764-df53-40c4-999b-c5dcb7dd77a8,2022-11-27,"I’ve had my Barclays banking app so long it’s so easy to using and so user friendly, and the team have always been helpful to sort out any issues when I’ve called them",5,scary1966,O so easy 😍,,,,en,gb
238,1685,App Store,c2c5ac2a-8214-4c15-9795-a2cd12dbbf27,2022-10-26,Great! Finally I can now manage my mortgage within the app without having to be a Barclays Bank account holder. Everything is seamless and the registration process is reassuringly secure!,5,JamesColemanChess,Can now manage my mortgage in app,,,,en,gb
239,1686,App Store,416306e9-1644-425e-87b3-9cae6dc6d34c,2022-10-30,"The app is very slow in general and the link to Barclaycard in particular. Also although there is an option to change the category of a spending transaction, it doesn’t work because the only action on the change screen is “cancel”. What a waste of time!",2,PererChan,Slow in general and some features simply don’t work,,,,en,gb
240,1687,App Store,82d0b3a8-e216-454b-aab7-063bac10d8c7,2022-10-12,Tried to go into the app. It required an update and would not allow access. I needed access there and then to transfer monies. That bug needs fixing! The rest is superb,5,BuryFC only,App update,,,,en,gb
241,1689,App Store,d59df4fc-a111-4f13-ab9c-27e02f3c6d4b,2022-08-27,"For the last couple of months I’ve only been able to make one transaction each time I open the app. I have to force close it and the reopen it if I want to make two payments or transfers. Frustrating. Do you know if a solution is being worked on? Using iPhone 11 on latest iOS version,",2,Jo180422,Performance has gone right down,,,,en,gb
242,1736,App Store,5aa78045-1b4f-4093-88da-108a4701bb3d,2023-04-14,"There is just notification when you pay by card, but when money in and out by transfer, there is no notification for those money even I turn on all notifications in app settings. Could you please fix it as soon as possible. Thank you very much.",2,babbbua b,No notification when money in - out,,,,en,gb
243,1737,App Store,1c5d0845-e9c5-42a1-8b5d-3b26a87ca202,2022-07-29,"For day to day stuff it is ok, however, when you need to do something more (E.g open a new account for a child) your only option is to do so via Video Banking. I keep being told this option is set up in my account  - it isn’t. It just does not work. And I now have to wait a month for a face-face appointment….it took 11 months to set up my other child’s account because of the same rigmarole",1,Lsyme,No video banking,,,,en,gb
244,1738,App Store,c1e1133d-c9a2-4aa0-8701-df5130eafe6a,2022-07-12,"I’ve had huge trouble with the messaging component of this app. Issues I’ve encountered include:

- Chats have disappeared part way through a conversation (multiple times!) meaning that I need to restart it with a different operator and repeat everything I’ve previously said.
- Notifications not coming through.",2,condalf12,Big issues with the online messaging,"{'id': 31149024, 'body': 'Hi there, sorry to hear that you are feeling uncomfortable & lacking confidence in your experience of Live Chat. We will share this feedback with the relevant teams, with a view to improving your future experience! Thank-you for this valuable feedback. RE', 'modified': '2022-07-28T16:05:03Z'}",,,en,gb
245,1783,App Store,836c1adf-b5ee-468e-b25a-3206561db167,2022-11-27,"One of the best banking app’s never have a problem making payments, checking accounts etc using this app unlike some others !",5,LittleAlfie,No Problems,,,,en,gb
246,1784,App Store,44e2948e-5f40-43f2-8cd2-bf4dbed03473,2022-02-14,"Great to use such a simple way to transfer money over to anyone , quick , easy, and secure , I use it all the time even to pay the window cleaner, excellent app",5,gazza mazdaman,Transfer of money,,,,en,gb
247,1785,App Store,ec3e0abe-1600-4f46-aa47-12d5dbaef783,2022-11-04,"good app, but too slow. Payments details lack details, including account numbers. Feature request: PDF download of payment made. App timeout to lock screen is too short.",4,keudhaleiwufherlisugh,"good app, but too slow. Payments details lack details",,,,en,gb
248,1786,App Store,f3b76dcf-df8e-4d41-b769-878cdc309198,2022-10-31,Normally a great app but since the last update notifications not showing. All settings checked and correct but no spending notifications being received.,4,The Dodge at Norwich,Notifications,,,,en,gb
249,1787,App Store,169ca4d3-d776-4ca4-929f-b00449068529,2022-10-28,I would like to be able to filter my account for a certain payee name so I don’t have to scroll back through hundreds of transactions to find the one monthly transaction that I’ve made to a particular supplier,4,P-Diddies,Filters,,,,en,gb
250,1788,App Store,194b834b-29da-41f5-8e8e-e63a4102c453,2022-09-26,"The problem with the app is the online chat functionality. There is no way for the user to end a chat with the online reps. So if the rep disappears and doesn’t respond, then there is no way to start a new query. So far it’s been over 36hrs and I anything I type into the existing chat is just ignored. And you will have better luck going to moon than someone picking up the phone on telephone banking. Bitterly disappointing",1,Bman8709,Worst banking app ever,,,,en,gb
251,1789,App Store,f3950ca3-9712-49a6-8b32-23f7df139b21,2022-09-21,"The option just isn’t there. Tried customer service, app updates, in the bank. Just option to ‘stop a cheque’. Frustrating. Go in the bank (only option) and staff always pounce…”do you know you can pay cheques in through the app?”  Argh",3,JulesyCorn,No option to pay in cheque,,,,en,gb
252,1790,App Store,4b55f412-b043-496f-88be-bf5542c28fba,2022-05-07,"But I wish I didn’t have to scroll down to confirm payment as often I forget as it’s not obvious on the screen … I have to scroll to
It and it’s easy to forget ! Otherwise … thrilled ! Like chat bot feature of call back etc",4,Cathycat in mumbai,Fabulous,,,,en,gb
253,1791,App Store,b332fbdb-8e8b-4399-83f9-858d0615106c,2022-02-08,"Great app you can find everything you need to know,plus pay your bills and keep informed about everything new great service never had a problem",5,Peter B!,Ok,,,,en,gb
254,1837,App Store,f3f6c6be-f567-4fba-9b50-79b18479991e,2023-02-01,"Very pleased to be able to use the - I do not have a Barclays Bank within a hundred miles, so am grateful I can access my account in a moments notice.  Thank you.",5,Mary Ellen 4777,Quick and Easy,,,,en,gb
255,1839,App Store,86cb9441-96d5-4204-96da-bf3f7f0a21f0,2023-03-03,"Hi, I’ve just updated the app and the push notifications won’t come through even though the notifications are turned on in the app and in my phone settings.",4,chltldhs,Push notification error,,,,en,gb
256,1840,App Store,d417097a-a987-4e14-99f5-af3fe07c35d9,2022-08-04,"Highly recommend this app is everything you need for all banking needs. 
Can’t fault it it’s always done everything I need quick and easy",5,ashspex84,Brilliant app,,,,en,gb
257,1841,App Store,1baad4c9-34a1-4296-b705-f86e99a07616,2022-04-22,Great app but when I have updated the “Upcoming Transactions” feature has dissolved. This was a great feature and I hope it will be re added. Other than that a great app.,5,Second Place is for Losers,Upcoming Transactions,,,,en,gb
258,1842,App Store,c561ae27-75bb-43e8-b7d7-e867953ce1a8,2022-05-03,I found this was not was not very easy - I am not sure if it was an issue with my phone or the app itself but despite clicking download several times the statement would not save to my phone. After about 15 times it finally worked!,3,030383,Downloading statements,"{'id': 29574733, 'body': ""Hi there. Sorry to read you are having issues with downloading statements. Has this issue occurred in the past? I'd like to help. Thanks. AG"", 'modified': '2022-05-05T12:37:25Z'}",,,en,gb
259,1843,App Store,25e4d1e3-04e4-4e02-8588-09a720a5af3f,2022-03-05,This is by far the best app out there everything is so easy. Great app and keeps on getting better and better with every update. The update of up-and-coming transactions is brilliant.,5,John fx,The best,,,,en,gb
260,1844,App Store,33ca3ada-024d-4f9e-88cf-1ca021e041c6,2022-03-25,"The app was good and useful. 
But you have removed the most important feature that was the one allowing to see my spending. That has been a huge mistake. The feature was well organised and very useful to track how Spending and use of my money. 
You need to put it back, otherwise your product is much less appealing.
That has been a very bad update.",1,spending-back-needed,"Spending feature removed, very bad update.","{'id': 28793462, 'body': 'Hi there. I am sorry to read you are disappointed with the absence of the feature. We will share your review with our app developers and provide an update shortly. Thanks AG', 'modified': '2022-03-26T08:44:50Z'}",,,en,gb
261,1901,App Store,0ba31dd6-4145-42df-ab9f-cd3d8c02f86f,2022-08-10,"We have three on line banking accounts  (none blessed with mega bucks!) Barclays has by far the easiest and most straightforward app, especially for one who’s not very computer savvy.",5,ChrisJ33,Barclays wins hands down!,,,,en,gb
262,1902,App Store,7263b7eb-2afc-4664-ad05-75d9b7cac75c,2022-10-06,None of the offers in this App work - just error every time I try to open an offer message. Even if I say I’m not interested in the offer it still reappears and still I cannot open it…..and I will haven’t got the facility to pay in a cheque using the App.,3,Confused and poor,None of the offers work,"{'id': 14787593, 'body': ""Hi there, I'm sorry to hear the app is causing frustration. Can I ask if you were previously registered in the app? Is it now no longer recognising your details or will the app not allow you to attempt registration? If you are shown any error codes etc please detail them here to see if we can resolve this for you. Thank you for your feedback - JP"", 'modified': '2020-04-20T13:45:20Z'}",,,en,gb
263,1903,App Store,c5bb35f3-178d-4ebb-b971-e2b1211f7ad1,2022-02-02,"So quick so easy. Great way to sort your money love how quick & easy it is to transfer between accounts, plus bank transfer. Love it",5,JaxsJane,Transfer,,,,en,gb
264,1947,App Store,aa035cc3-a02c-4e40-9a33-8ec02953ed18,2022-12-01,"It works perfectly and has real humans to help on the live chat. Easy to use and very clear and functional design. Love this app, don’t ever change! It keeps me on control of every expense. Thank you.",5,Elis T.,Love this app,,,,en,gb
265,1949,App Store,d5900f00-e0a5-40ca-b530-b898ef6a6403,2022-12-15,Been using the app for years. Each update has improved it. Would be five stars when they fix only being able to pay in one cheque per session.,4,Pauliejarvo,So much better now.,"{'id': 26581228, 'body': 'Hi there. We are aware that the paying in cheque is proving challenging on some devices & we are working on improvements for this feature. We also find the following works well for customers: 1) ensure the cheque is not creased 2) use a plain contrasting background 3) have sufficient lighting on the whole cheque. Many Thanks. AG', 'modified': '2021-12-01T11:34:12Z'}",,,en,gb
266,1950,App Store,962b6615-9e83-4cc5-a61f-9725e3069f52,2022-02-28,I love mobile banking as I get a notification every time I spend money or money goes into my account. I know exactly how much money I have because of this.,5,Harry2shoes,Mobile banking,,,,en,gb
267,1951,App Store,4c477236-3803-4b93-9dc2-ae51f95197e8,2022-08-23,I’ve tried to use the new chat function but when I select it a pop up appears telling me you can now close the app and not wait for the reply.  This has a close button but pressing the button doesn’t close the message and you can’t get to use the chat function.  Tried killing the app restarting it but can’t get past it.,1,Thisnamecantbetaken1234,Problem using the chat help function,,,,en,gb
268,1952,App Store,8b7f6e17-96e7-40e4-a09e-1eda923218c1,2022-08-22,"Using a new iPad as old one has version expired.
On this version the year scroll does not appear when you hit the year and the month can’t be set because it is in the past if you can’t change the year first.
So until this is fixed I cannot make any manual payments.",2,Derickliction,Date scroll cord not work on new version,,,,en,gb
